Variable,Label,Mean,Min,Max,StdDev,Valid,Invalid,Variance
hsmath,"THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL",4.443,0.0,10.0,2.299,5767.0,53832.0,5.287
hsbio,"R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE",1.2,1.0,2.0,0.4,5851.0,53748.0,0.16
hschem,"R EVER TOOK A HIGH SCHOOL CHEMISTRY COURSE",1.462,1.0,2.0,0.499,5868.0,53731.0,0.249
hsphys,"R EVER TOOK A HIGH SCHOOL PHYSICS COURSE",1.679,1.0,2.0,0.467,5859.0,53740.0,0.218
gwsci,"UNDERSTANDING OF GLOBAL WARMING BY ENVIRONMNT SCIENTISTS",2.075,1.0,5.0,1.179,1341.0,58258.0,1.391
gwpol,"UNDERSTANDING OF GLOBAL WARMING BY ELECTED OFFICIALS",3.614,1.0,5.0,1.111,1338.0,58261.0,1.234
gwbiz,"UNDERSTANDING OF GLOBAL WARMING BY BUSINESS LEADERS",3.653,1.0,5.0,1.066,1342.0,58257.0,1.137
sciagrgw,"EXTENT OF AGREEMENT ON GLOBAL WARMING AMG ENV SCIENTISTS",2.687,1.0,5.0,1.088,1285.0,58314.0,1.184
sciinfgw,"INFLUENCE ON GLOBAL WARMING POLICY:ENVIRONMNTAL SCIENTISTS",1.656,1.0,4.0,0.759,1343.0,58256.0,0.576
polinfgw,"INFLUENCE ON GLOBAL WARMING POLICY:ELECTED OFFICIAL",2.491,1.0,4.0,0.922,1343.0,58256.0,0.851
bizinfgw,"INFLUENCE ON GLOBAL WARMING POLICY:BUSINESS LEADER",2.83,1.0,4.0,0.925,1339.0,58260.0,0.855
scibstgw,"BEST POLICY VS NARROW INTEREST:ENVIRONMENTAL SCIENTIST",2.09,1.0,5.0,1.207,1331.0,58268.0,1.458
polbstgw,"BEST POLICY VS NARROW INTEREST:ELECTED OFFICIAL",3.523,1.0,5.0,1.251,1326.0,58273.0,1.564
bizbstgw,"BEST POLICY VS NARROW INTEREST:BUSINESS LEADER",3.842,1.0,5.0,1.135,1331.0,58268.0,1.288
gasregs,"HOW MUCH R FAVOR REQUIRING TO MAKE CARS USING LESS GASOLINE",1.413,1.0,5.0,0.752,917.0,58682.0,0.566
scmed,"HOW WELL MEDICAL RESEARCHERS UNDERSTAND STEM CELLS",1.773,1.0,5.0,0.997,1315.0,58284.0,0.993
screlig,"HOW WELL RELIGIOUS LEADERS UNDERSTAND STEM CELLS",3.672,1.0,5.0,1.129,1313.0,58286.0,1.274
scpol,"HOW WELL ELECTED OFFICIALS UNDERSTAND STEM CELLS",3.63,1.0,5.0,1.024,1315.0,58284.0,1.049
medagrsc,"AGREEMENT BY MED RESEARCHERS ON IMPORTANCE OF STEM CELL RSCH",2.3,1.0,5.0,1.043,1281.0,58318.0,1.088
medinfsc,"INFLUENCE ON FUNDING FOR STEM CELL RSCH:MEDICAL RESEARCHERS",1.784,1.0,4.0,0.785,1334.0,58265.0,0.617
relinfsc,"INFLUENCE ON FUNDING FOR STEM CELL RSCH:RELIGIOUS LEADERS",2.953,1.0,4.0,0.915,1327.0,58272.0,0.838
polinfsc,"INFLUENCE ON FUNDING FOR STEM CELL RSCH:ELECTED OFFICIALS",2.577,1.0,4.0,0.915,1325.0,58274.0,0.836
medbstsc,"BEST POLICY ON STEM CELL VS NARROW INTEREST:MED RESEARCHER",2.288,1.0,5.0,1.21,1332.0,58267.0,1.465
relbstsc,"BEST POLICY ON STEM CELL VS NARROW INTEREST:RELIG LEADER",3.458,1.0,5.0,1.317,1318.0,58281.0,1.734
polbstsc,"BEST POLICY ON STEM CELL VS NARROW INTEREST:ELECTED OFFICIAL",3.518,1.0,5.0,1.184,1333.0,58266.0,1.402
scresrch,"GOVERNMENT SHOULD FUND STEM CELL RESEARCH",2.046,1.0,4.0,0.931,1298.0,58301.0,0.868
txeco,"HOW WELL ECONOMIST KNOWS EFFECT OF REDUCING FED INCOME TAX",2.413,1.0,5.0,1.226,1311.0,58288.0,1.502
txbiz,"HOW WELL BUSINESS LEADER KNOWS EFFECT OF REDUCING FED INC TAX",2.676,1.0,5.0,1.143,1326.0,58273.0,1.308
txpol,"HOW WELL ELECTED OFFICIAL KNOWS EFFECT OF REDUCING FED INC TAX",3.132,1.0,5.0,1.213,1329.0,58270.0,1.47
ecoagree,"AGREEMENT BY ECONOMISTS ON EFFECT OF REDUCING FED INC TAX",3.213,1.0,5.0,1.055,1217.0,58382.0,1.113
ecoinftx,"INFLUENCE ON REDUCING FED INC TAX  BY ECONOMISTS",2.095,1.0,4.0,0.781,1312.0,58287.0,0.61
bizinftx,"INFLUENCE ON REDUCING FED INC TAX  BY BUSINESS LEADERS",2.484,1.0,4.0,0.844,1331.0,58268.0,0.712
polinftx,"INFLUENCE ON REDUCING FED INC TAX  BY ELECTED OFFICIALS",2.247,1.0,4.0,0.926,1330.0,58269.0,0.857
ecobsttx,"BEST POLICY VS NARROW INTEREST ON FED INC TAX:ECONOMIST",2.556,1.0,5.0,1.216,1314.0,58285.0,1.478
bizbsttx,"BEST POLICY VS NARROW INTEREST ON FED INC TAX:BUSINESS LEADER",3.726,1.0,5.0,1.108,1332.0,58267.0,1.227
polbsttx,"BEST POLICY VS NARROW INTEREST ON FED INC TAX:ELECTED OFFICIAL",3.482,1.0,5.0,1.248,1336.0,58263.0,1.558
gmmed,"HOW WELL MED RESEARCHER KNOW RISK BY GENETICALLY MODIFIED FOODS",2.205,1.0,5.0,1.165,881.0,58718.0,1.357
gmpol,"HOW WELL ELECTED OFFICIAL KNOW RISK BY GENETICALLY MODIFIED FOODS",3.868,1.0,5.0,1.044,885.0,58714.0,1.09
gmbiz,"HOW WELL BUSINESS LEADER KNOW RISK BY GENETICALLY MODIFIED FOODS",3.76,1.0,5.0,1.094,884.0,58715.0,1.197
medagrgm,"MED RESEARCHER:AGREEMENT ON EFFECT OF GENETICALLY MODIFIED FOOD",2.903,1.0,5.0,1.041,815.0,58784.0,1.083
medinfgm,"INFLUENCE ON RESTRICTING GMF BY MEDICAL RESEARCHERS",1.743,1.0,4.0,0.786,887.0,58712.0,0.618
polinfgm,"INFLUENCE ON RESTRICTING GMF BY ELECTED OFFICIALS",2.755,1.0,4.0,0.895,884.0,58715.0,0.802
bizinfgm,"INFLUENCE ON RESTRICTING GMF BY BUSINESS LEADERS",3.089,1.0,4.0,0.845,883.0,58716.0,0.714
medbstgm,"BEST POLICY ON GMF VS NARROW INTEREST:MEDICAL RESEARCHER",2.202,1.0,5.0,1.186,888.0,58711.0,1.406
polbstgm,"BEST POLICY ON GMF VS NARROW INTEREST:ELECTED OFFICIAL",3.511,1.0,5.0,1.173,884.0,58715.0,1.376
bizbstgm,"BEST POLICY ON GMF VS NARROW INTEREST:BUSINESS LEADER",3.9,1.0,5.0,1.018,883.0,58716.0,1.035
eatgm,"R'S VIEW ABOUT EATING GENEFICALLY MODIFIED FOODS",2.162,1.0,3.0,0.666,903.0,58696.0,0.444
sciimp1,"HOW IMPORTANT:DONE BY SCIENTISTS IN UNIVERSITY SETTINGS",1.902,1.0,4.0,0.808,1787.0,57812.0,0.653
sciimp2,"HOW IMPORTANT:HAVING ADVANCED DEGREES IN THEIR FIELDS",1.44,1.0,4.0,0.662,1801.0,57798.0,0.438
sciimp3,"HOW IMPORTANT:CONCLUSION BASED ON SOLID EVIDENCE",1.226,1.0,4.0,0.531,1807.0,57792.0,0.282
sciimp4,"HOW IMPORTANT:EXAMINING DIFFERENT INTERPRETATION OF RESULTS",1.298,1.0,4.0,0.566,1783.0,57816.0,0.32
sciimp5,"HOW IMPORTANT:RESULTS CONSISTENT WITH RELIGIOUS BELIEFS",3.015,1.0,4.0,1.005,1775.0,57824.0,1.01
sciimp6,"HOW IMPORTANT:RESULTS CONSISTENT WITH COMMON SENSE",1.913,1.0,4.0,0.944,1794.0,57805.0,0.891
sciimp7,"HOW IMPORTANT:REPEATING EXPERIMENT & FINDING SAME RESULT",1.369,1.0,4.0,0.6,1788.0,57811.0,0.361
sciimp8,"HOW IMPORTANT:RESEARCH TAKES PLACE IN A LABORATORY",1.874,1.0,4.0,0.899,1787.0,57812.0,0.808
socsci,"HOW SCIENTIFIC: SOCIOLOGY",2.648,1.0,5.0,1.056,2209.0,57390.0,1.115
physcsci,"HOW SCIENTIFIC: PHYSICS",1.432,1.0,5.0,0.841,2254.0,57345.0,0.708
histsci,"HOW SCIENTIFIC: HISTORY",2.844,1.0,5.0,0.968,2282.0,57317.0,0.938
accntsci,"HOW SCIENTIFIC: ACCOUNTING",2.859,1.0,5.0,1.035,2755.0,56844.0,1.071
biosci,"HOW SCIENTIFIC: BIOLOGY",1.35,1.0,5.0,0.649,2288.0,57311.0,0.422
econsci,"HOW SCIENTIFIC: ECONOMICS",2.464,1.0,5.0,0.964,2261.0,57338.0,0.929
medsci,"HOW SCIENTIFIC: MEDICINE",1.201,1.0,5.0,0.467,2312.0,57287.0,0.218
engnrsci,"HOW SCIENTIFIC: ENGINEERING",1.775,1.0,5.0,0.917,2270.0,57329.0,0.84
knwforgn,"LEVEL OF R'S INFORMATION: FOREIGN POLICY",2.837,1.0,5.0,1.218,1835.0,57764.0,1.484
knwecon,"LEVEL OF R'S INFORMATION: ECONOMIC POLICY",2.866,1.0,5.0,1.129,1832.0,57767.0,1.275
knwsci,"LEVEL OF R'S INFORMATION: SCIENCE AND TECHNOLOGY",2.626,1.0,5.0,1.089,1834.0,57765.0,1.186
knwgw,"LEVEL OF R'S INFORMATION: GLOBAL WARMING",2.615,1.0,5.0,1.114,1836.0,57763.0,1.241
knwpolar,"LEVEL OF R'S INFORMATION: THE NORTH AND SOUTH POLES",2.92,1.0,5.0,1.203,2530.0,57069.0,1.447
tvbears,"R WOULD CHOOSE TV PROGRAM ABOUT POLAR BEARS",2.121,1.0,4.0,0.967,1836.0,57763.0,0.935
tvinuit,"R WOULD CHOOSE TV PROGRAM ABOUT NATIVE PPL IN THE ARCTIC",2.169,1.0,4.0,0.955,1838.0,57761.0,0.911
tvozone,"R WOULD CHOOSE TV PROGRAM ABOUT OZONE HOLE OVER THE ANTARCTIC",2.241,1.0,4.0,1.022,1828.0,57771.0,1.044
tvmeltng,"R WOULD CHOOSE TV PROGRAM ABOUT POLAR ICE MELTING",2.111,1.0,4.0,1.011,1840.0,57759.0,1.022
tvoil,"R WOULD CHOOSE TV PROGRAM ABOUT OIL DRILLING IN THE ARCTIC",2.317,1.0,4.0,1.059,1838.0,57761.0,1.122
polaryr1,"INTL POLAR YEAR 07-08:R WOULD WATCH A TV PROGRAM",2.001,1.0,4.0,0.95,2535.0,57064.0,0.903
polaryr2,"INTL POLAR YEAR 07-08:R WOULD READ A NEWSPAPER ARTICLE",2.335,1.0,4.0,1.057,2540.0,57059.0,1.118
polaryr3,"INTL POLAR YEAR 07-08:R WOULD READ A MAGAZINE ARTICLE",2.327,1.0,4.0,1.027,2540.0,57059.0,1.055
polaryr4,"INTL POLAR YEAR 07-08:R WOULD GO TO MUSEUM",2.59,1.0,4.0,1.048,2540.0,57059.0,1.097
polaryr5,"INTL POLAR YEAR 07-08:R WOULD WATCH A FEATURE FILM",2.346,1.0,4.0,1.037,2540.0,57059.0,1.075
polaryr6,"INTL POLAR YEAR 07-08:R WOULD READ A BOOK",2.924,1.0,4.0,1.004,2541.0,57058.0,1.009
polaryr7,"INTL POLAR YEAR 07-08:R WOULD VISIT A WEB SITE",2.669,1.0,4.0,1.112,2537.0,57062.0,1.236
polaryr8,"INTL POLAR YEAR 07-08:R WOULD ATTEND A LIVE LECTURE",3.177,1.0,4.0,0.974,2539.0,57060.0,0.949
icesheet,"TRUE-FALSE:THE NORTH POLE IS ON A SHEET OF ICE",1.357,1.0,2.0,0.479,1685.0,57914.0,0.23
nosun,"TRUE-FALSE:THE SUN NEVER SHINES AT THE SOUTH POLE",1.88,1.0,2.0,0.325,1933.0,57666.0,0.106
inuit,"TRUE-FALSE:INUIT LIVE NORTH OF THE ARCTIC CIRCLE",1.269,1.0,2.0,0.444,1642.0,57957.0,0.197
huntbear,"TRUE-FALSE:HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE",1.49,1.0,2.0,0.5,2057.0,57542.0,0.25
icecaps,"POLAR ICE CAPS GOT LARGER OR SMALLER OVER LAST 25 YRS",1.962,1.0,3.0,0.266,2124.0,57475.0,0.071
comorsci,"ANTARCTICA SHOULD BE RESERVED OR OPEN",2.522,1.0,5.0,1.138,2483.0,57116.0,1.295
extinct,"EFFECT OF GLOBAL WARMING:POLAR BEARS BECOME EXTINCT",1.852,1.0,4.0,0.984,2494.0,57105.0,0.968
sealevel,"EFFECT OF GLOBAL WARMING:SEA LEVEL FLOOD COASTAL AREAS",1.49,1.0,4.0,0.842,2497.0,57102.0,0.708
artseals,"EFFECT OF GLOBAL WARMING:ARCTIC SEALS ARE THREATENED",1.8,1.0,4.0,0.885,1801.0,57798.0,0.783
penguins,"ANTARCTIC PENGUINS THREATENED",1.797,1.0,4.0,0.914,681.0,58918.0,0.835
inuitway,"EFFECT OF GLOBAL WARMING:INUIT NO LONGER FOLLOW TRADITIONAL WAY OF LIFE",1.767,1.0,4.0,0.881,2490.0,57109.0,0.776
noicecap,"EFFECT OF GLOBAL WARMING:NORTHERN ICE CAP MELT",1.56,1.0,4.0,0.9,2464.0,57135.0,0.811
caremost,"MOST CONCERNED POSSIBLE EFFECT OF GLOBAL WARMING",3.147,1.0,5.0,1.479,2457.0,57142.0,2.188
nanotech,"HOW MUCH R HEARD ABOUT NANOTECHNOLOGY",3.258,1.0,4.0,0.915,3741.0,55858.0,0.837
nanoknw1,"TRUE-FALSE:NANOTECHNOLOGY MANIPULATE EXTREMELY SMALL UNITS",1.118,1.0,2.0,0.323,1211.0,58388.0,0.104
nanoknw2,"TRUE-FALSE:NANOSCALE DIFFER FROM SAME MATERIAL AT LARGER SCALE",1.219,1.0,2.0,0.414,924.0,58675.0,0.171
nanowill,"BENEFIT OF NANOTECHNOLOGY OUTWEIGH HARMFUL RESULTS",1.535,1.0,3.0,0.739,2391.0,57208.0,0.546
NANOBEN,"BALANCE WILL BE STRONGLY IN FAVOR OF THE BENEFITS OR SLIGHTLY",1.396,1.0,2.0,0.489,712.0,58887.0,0.24
NANOHARM,"BALANCE WILL BE STRONGLY IN FAVOR OF THE BENEFITS OR SLIGHTLY",1.778,1.0,2.0,0.416,185.0,59414.0,0.173
scimode,"WAS SAQ SELF ADMINISTERED OR INTERVIEW ADMINISTERED",1.289,1.0,4.0,0.693,1505.0,58094.0,0.48
INTINTL,"INTERESTED IN INTERNATIONAL ISSUES",2.072,1.0,3.0,0.721,4422.0,55177.0,0.521
INTFARM,"INTERESTED IN FARM ISSUES",2.008,1.0,3.0,0.7,4428.0,55171.0,0.49
INTEDUC,"INTERESTED IN LOCAL SCHOOL ISSUES",1.616,1.0,3.0,0.69,4432.0,55167.0,0.476
INTSCI,"INTERESTED IN NEW SCIENTIFIC DISCOVERIES",1.732,1.0,3.0,0.683,4422.0,55177.0,0.467
INTECON,"INTERESTED IN ECONOMIC ISSUES",1.642,1.0,3.0,0.683,4423.0,55176.0,0.466
INTTECH,"INTERESTED IN TECHNOLOGIES",1.701,1.0,3.0,0.667,4427.0,55172.0,0.445
INTMED,"INTERESTED IN MEDICAL DISCOVERIES",1.455,1.0,3.0,0.596,4430.0,55169.0,0.356
INTSPACE,"INTERESTED IN SPACE EXPLORATION",2.106,1.0,3.0,0.729,4425.0,55174.0,0.532
INTENVIR,"INTERESTED IN ENVIRONMENTAL ISSUES",1.634,1.0,3.0,0.651,4424.0,55175.0,0.423
INTMIL,"INTERESTED IN MILITARY POLICY",1.758,1.0,3.0,0.687,4421.0,55178.0,0.472
sciintro,"WHICH VERSION OF SCIENCE INTRODUCTION WAS USED",1.504,1.0,2.0,0.5,1505.0,58094.0,0.25
VISART,"HOW OFTEN R VISITED ART MUSEUM LAST YEAR",0.971,0.0,200.0,4.811,2502.0,57097.0,23.142
VISNHIST,"HOW OFTEN R VISITED NATURAL HISTORY MUSEUM LAST YEAR",0.481,0.0,100.0,2.299,2502.0,57097.0,5.285
VISZOO,"HOW OFTEN R VISITED ZOO  LAST YEAR",1.083,0.0,95.0,3.563,2502.0,57097.0,12.692
VISSCI,"HOW OFTEN R VISITED SCIENCE MUSEUM",0.434,0.0,50.0,1.598,2501.0,57098.0,2.555
VISLIB,"HOW OFTEN R VISISTED PUBLIC LIBRARY LAST YEAR",8.587,0.0,300.0,20.746,2475.0,57124.0,430.409
SCIMATH,"QUALITY OF SCIENCE & MATH EDUC IN US IS INADEQUATE",2.022,1.0,4.0,0.717,1410.0,58189.0,0.514
ANSCITST,"SCIENTISTS SHLD BE ALLOWED TO DO RESEARCH ANIMALS' PAIN & INJURY",2.759,1.0,4.0,0.875,1433.0,58166.0,0.765
maboygrl,"DOES MOM'S GENE DECIDE BABY'S SEX",1.811,1.0,2.0,0.392,217.0,59382.0,0.154
H2OLIFE,"WHAT PROPERTY OF WATER IS MOST IMPORTANT",3.669,1.0,4.0,0.808,1217.0,58382.0,0.653
ANHEAT,"WHICH BODILY FEATURES BE BEST SUITED TO A SMALL ANIMAL LIVING IN A COLD CLIMATE",2.25,1.0,5.0,1.052,1082.0,58517.0,1.107
LFTPLANE,"KEY FACTOR THAT ENABLES AIRPLANE TO LIFT",1.706,1.0,4.0,0.969,1274.0,58325.0,0.938
stormtxt,"DO YOU SEE LIGHTNING BEFORE HEARING THUNDER",1.649,1.0,3.0,0.904,1016.0,58583.0,0.817
litmstxt,"WHY LITMUS PAPER DOESN'T CHANGE COLOR IN MIXED SOLUTION",1.77,1.0,3.0,0.803,630.0,58969.0,0.645
GOLDFISH,"EXPERIMENT ABOUT GOLDFISH AND TEMPERATURE",1.527,1.0,4.0,0.959,1038.0,58561.0,0.919
SALTH2O,"OCEAN WATER FOR VEGETABLES",3.013,1.0,4.0,0.401,1421.0,58178.0,0.16
EROSION,"EXAMPLE OF EROSION",3.22,1.0,4.0,1.101,1321.0,58278.0,1.211
GENES,"TRAITS ARE TRANSFERRED OVER GENERATION",2.857,1.0,4.0,0.557,1334.0,58265.0,0.31
GILLS,"HOW FISH GET OXYGEN",2.048,1.0,4.0,0.609,1377.0,58222.0,0.371
UPBREATH,"WHY SHORT BREATH AT THE TOP OF A MOUNTAIN",2.966,1.0,5.0,0.654,1346.0,58253.0,0.427
DAYNIGHT,"WHEN DID MOST ERRORS OCCUR",1.354,1.0,5.0,0.927,1181.0,58418.0,0.859
WEIGHING,"WHICH IS THE BEST METHOD TO REPORT WEIGHT OF LEAF",2.965,1.0,5.0,0.731,1329.0,58270.0,0.534
SEESAND,"WHICH PICTURE SHOWS WHAT SHE SHOULD USE FOR THE 2ND POT",3.995,1.0,5.0,1.431,1154.0,58445.0,2.047
FISHEXP1,"WHAT IS SCIENTIST TRYING TO FIND OUT FROM THIS EXPERIMENT",2.408,1.0,4.0,1.403,1131.0,58468.0,1.967
FISHEXP2,"WHY DID YOU CHOOSE THAT ANSWER",2.549,1.0,4.0,1.014,1049.0,58550.0,1.028
MOREMPG,"CARS USE LESS GASOLINE",1.667,1.0,5.0,0.922,469.0,59130.0,0.851
polnuke,"HOW WELL ELECTED OFFICIAL KNOW RISK BY NUCLEAR POWER",3.463,1.0,5.0,1.027,436.0,59163.0,1.054
biznuke,"HOW WELL BUSINESS LEADER KNOW RISK BY NUCLEAR POWER",3.51,1.0,5.0,1.055,439.0,59160.0,1.113
engnuke,"NUCLEAR ENGINEERS UNDERSTAND NUCLEAR POWER",1.767,1.0,5.0,1.104,438.0,59161.0,1.218
ENGAGRNK,"ENGINEERS AGREE NUCLEAR POWER",2.335,1.0,5.0,0.986,412.0,59187.0,0.973
ENHINFNK,"NUCLEAR ENGINEERS HOW MUCH INFLUENCE",1.79,1.0,4.0,0.801,439.0,59160.0,0.641
POLINFNK,"ELECTED OFFICIALS HOW MUCH INFLUENCE",2.505,1.0,4.0,0.833,438.0,59161.0,0.694
BIZINFNK,"BUSINESS LEADERS HOW MUCH INFLUENCE",2.888,1.0,4.0,0.827,439.0,59160.0,0.684
ENGBSTNK,"NUCLEAR ENGINEERS BEST FOR COUNTRY",2.433,1.0,5.0,1.178,432.0,59167.0,1.388
POLBSTNK,"ELECTED OFFICIAlS BEST FOR COUNTRY",3.288,1.0,5.0,1.158,434.0,59165.0,1.342
BIZBSTNK,"BUSINESS LEADERS BEST FOR COUNTRY",3.607,1.0,5.0,1.101,435.0,59164.0,1.211
NUKEELEC,"VIEW ABOUT NUCLEAR ENERGY",2.297,1.0,4.0,0.814,411.0,59188.0,0.663
CLONING,"CLONING MAKES IDENTICAL COPY",1.098,1.0,2.0,0.298,833.0,58766.0,0.089
SCINEWS1,"NEWSPAPER PRINTED OR ONLINE",1.191,1.0,3.0,0.456,152.0,59447.0,0.208
SCINEWS2,"MAGAZINE PRINTED OR ONLINE",1.21,1.0,3.0,0.495,181.0,59418.0,0.245
scinews3,"WHERE ONLINE GET INFO",5.613,1.0,11.0,4.426,956.0,58643.0,19.592
NEWSFRMY,"WHERE NEWS EVENTS INFO",5.473,1.0,11.0,2.687,656.0,58943.0,7.218
SCIFROMY,"WHERE GET SCIENCE AND TECHNOLOGY INFO",5.559,1.0,11.0,2.34,648.0,58951.0,5.477
SEEKSCIY,"WHERE GET SCIENCE ISSUE NEWS",5.321,1.0,11.0,1.818,651.0,58948.0,3.304
sciinfgo,"WHERE ONLINE GET INFO",1.851,1.0,5.0,1.339,114.0,59485.0,1.792
SCIENTDA,"HAPPY IF DAUGHTER SCIENTIST",1.178,1.0,3.0,0.403,512.0,59087.0,0.162
SCIENTSN,"HAPPY IF SON SCIENTIST",1.171,1.0,3.0,0.392,510.0,59089.0,0.154
SCIENTR,"CONSIDER CAREER IN SCIENCE",1.654,1.0,2.0,0.476,514.0,59085.0,0.227
SCIENTDO,"KNOW WHAT SCIENTISTS DO",2.918,1.0,5.0,1.106,501.0,59098.0,1.223
SCIENTAL,"SCIENTISTS USUALLY WORK ALONE",2.841,1.0,4.0,0.644,471.0,59128.0,0.415
SCIENTDN,"SCIENTIFIC WORK DANGEROUS",2.416,1.0,4.0,0.723,474.0,59125.0,0.522
SCIENTGO,"SCIENTISTS WORK FOR GOOD OF HUMANITY",1.856,1.0,4.0,0.533,486.0,59113.0,0.284
SCIENTFU,"SCIENTISTS DON’T HAVE FUN",2.823,1.0,4.0,0.641,462.0,59137.0,0.411
SCIENTHE,"SCIENTISTS HELP SOLVE PROB",1.774,1.0,4.0,0.442,496.0,59103.0,0.195
SCIENTOD,"SCIENTISTS ODD AND PECULIAR",2.646,1.0,4.0,0.684,469.0,59130.0,0.468
SCIENTBE,"SCIENTISTS WANT TO MAKE LIFE BETTER FOR AVG PERSON",1.903,1.0,4.0,0.499,485.0,59114.0,0.249
SCIENTRE,"SCIENTISTS NOT RELIGIOUS",2.576,1.0,4.0,0.697,432.0,59167.0,0.486
SCIENTWK,"SCIENTISTS ONLY INTERESTED IN WORK",2.657,1.0,4.0,0.633,446.0,59153.0,0.401
SCIENTMO,"SCIENTISTS EARN LESS",2.779,1.0,4.0,0.6,407.0,59192.0,0.36
SCIENTBR,"BEING A SCIENTIST BORING",2.946,1.0,4.0,0.602,482.0,59117.0,0.363
ENGDA,"HAPPY IF DAUGHTER ENGINEER",1.15,1.0,3.0,0.369,480.0,59119.0,0.136
ENGSON,"HAPPY IF SON ENGINEER",1.131,1.0,3.0,0.344,481.0,59118.0,0.118
ENGRESP,"CONSIDER WORK IN ENGINEER FIELD",1.738,1.0,2.0,0.44,481.0,59118.0,0.194
ENGDO,"KNOW WHAT ENGINEERS DO",2.789,1.0,5.0,1.094,469.0,59130.0,1.197
ENGLONE,"ENGINEERS USUALLY WORK ALONE",2.849,1.0,4.0,0.66,431.0,59168.0,0.435
ENGDGR,"ENGINEERING WORK DANGEROUS",2.566,1.0,4.0,0.704,433.0,59166.0,0.496
ENGGOOD,"ENGINEERS WORK FOR GOOD OF HUMANITY",2.0,1.0,4.0,0.545,432.0,59167.0,0.297
ENGFUN,"ENGINEERS DON’T HAVE FUN",2.927,1.0,4.0,0.627,412.0,59187.0,0.394
ENGPROB,"ENGINEERS HELP SOLVE PROB",1.807,1.0,3.0,0.448,451.0,59148.0,0.2
ENGODD,"ENGINEERS ODD AND PECULIAR",2.744,1.0,4.0,0.706,425.0,59174.0,0.498
ENGBTR,"ENGINEERS WANT TO MAKE LIFE BETTER FOR AVG PERSON",1.957,1.0,4.0,0.48,445.0,59154.0,0.23
ENGREL,"ENGINEERS NOT RELIGIOUS",2.864,1.0,4.0,0.544,382.0,59217.0,0.296
ENGINT,"ENGINEERS ONLY INTERESTED IN WORK",2.9,1.0,4.0,0.58,408.0,59191.0,0.336
ENGEARN,"ENGINEERS EARN LESS",2.99,1.0,4.0,0.474,410.0,59189.0,0.225
ENGBRNG,"BEING ENGINEER BORING",2.914,1.0,4.0,0.551,428.0,59171.0,0.304
FARMING,"HOW SCIENTIFIC IS FARMING",2.127,1.0,5.0,0.823,495.0,59104.0,0.678
JOURNLSM,"HOW SCIENTIFIC IS JOURNALISM",3.0,1.0,5.0,0.834,478.0,59121.0,0.696
FIREFTNG,"HOW SCIENTIFIC IS FIREFIGHTING",2.374,1.0,5.0,0.93,487.0,59112.0,0.864
MARRCOUN,"HOW SCIENTIFIC IS MARRIAGE COUNSELING",3.021,1.0,5.0,0.95,479.0,59120.0,0.903
MEDTREAT,"HOW SCIENTIFIC IS MEDICAL TREATMENT",1.264,1.0,4.0,0.537,492.0,59107.0,0.288
ARCHITCT,"HOW SCIENTIFIC IS ARCHITECTURE",1.931,1.0,4.0,0.917,480.0,59119.0,0.841
LAWENFRC,"HOW SCIENTIFIC IS LAW ENFORCEMENT",2.586,1.0,5.0,0.982,486.0,59113.0,0.965
ENGNRING,"HOW SCIENTIFIC IS ENGINEERING",1.559,1.0,5.0,0.808,488.0,59111.0,0.654
SLSMNSHP,"HOW SCIENTIFIC IS SALESMANSHIP",3.146,1.0,4.0,0.843,486.0,59113.0,0.711
CMPRGMNG,"HOW SCIENTIFIC IS COMPUTER PROGRAMMING",1.64,1.0,4.0,0.806,484.0,59115.0,0.649
FINLCOUN,"HOW SCIENTIFIC IS FINANCIAL COUNSELING",2.792,1.0,5.0,0.972,486.0,59113.0,0.944
BIGBANG1,"UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE",1.228,1.0,2.0,0.42,372.0,59227.0,0.177
EVOLVED1,"HUMANS DEVELOPED FROM EARLIER SPECIES: TRUE OR FALSE",1.217,1.0,2.0,0.412,434.0,59165.0,0.17
BETTRLFE,"SCIENCE MAKES OUR LIVES BETTER",2.012,1.0,4.0,0.642,1217.0,58382.0,0.413
buyvalue,"PERCENT OF COMPANY STOCK R BOUGHT FROM OWN MONEY",42.526,0.0,100.0,42.26,289.0,59310.0,1785.882
ops2005,"COMPANY GRANTED R STOCK OPTIONS IN 2005",1.422,1.0,2.0,0.496,116.0,59483.0,0.246
extr2005,"RECEIVED PERFORMANCE BASED PAYMENT IN 2005",1.245,1.0,2.0,0.43,642.0,58957.0,0.185
compwage,"ANNUAL WAGES IN 2005 WERE HIGHER THAN SAME JOBS IN OTHER COMPANIES",2.765,1.0,5.0,1.156,2366.0,57233.0,1.337
talkteam,"IF EMPLOYEE NOT WORKING: TALK DIRECTLY TO THE EMPLOYEE",2.306,1.0,4.0,1.148,1629.0,57970.0,1.318
numorg,"NUMBER OF PEOPLE WORKING IN ORGANIZATION AT ALL LOCATIONS",5313.97,1.0,9997.0,4849.803,3390.0,56209.0,23520593.035
empinput,"R INVOLVED IN ANY TASK FORCE FOR DECISION-MAKING",1.687,1.0,2.0,0.464,2452.0,57147.0,0.215
